size_bytes,avg_alloc_time_ns
918528,223
919552,309
920576,226
921600,220
922624,200
923648,190
924672,194
925696,196
926720,203
927744,302
928768,206
929792,240
930816,193
931840,191
932864,202
933888,189
934912,188
935936,206
936960,202
937984,196
939008,181
940032,182
941056,261
942080,217
943104,216
944128,186
945152,189
946176,202
947200,172
948224,195
949248,185
950272,185
951296,180
952320,185
953344,187
954368,186
955392,171
956416,173
957440,175
958464,177
959488,180
960512,186
961536,191
962560,200
963584,174
964608,167
965632,167
966656,174
967680,178
968704,184
969728,187
970752,188
971776,308
972800,174
973824,176
974848,179
975872,179
976896,228
977920,210
978944,206
979968,178
980992,172
982016,168
983040,173
984064,179
985088,186
986112,187
987136,186
988160,180
989184,174
990208,176
991232,177
992256,174
993280,178
994304,183
995328,179
996352,178
997376,167
998400,169
999424,172
1000448,181
1001472,176
1002496,185
1003520,187
1004544,172
1005568,173
1006592,191
1007616,175
1008640,171
1009664,184
1010688,179
1011712,178
1012736,165
1013760,268
1014784,176
1015808,169
1016832,172
1017856,177
1018880,193
1019904,190
1020928,164
1021952,165
1022976,167
1024000,169
1025024,178
1026048,176
1027072,178
1028096,179
1029120,165
1030144,165
1031168,167
1032192,169
1033216,171
1034240,177
1035264,213
1036288,179
1037312,165
1038336,172
1039360,167
1040384,179
1041408,172
1042432,193
1043456,178
1044480,6056
1045504,6618
1046528,6544
1047552,6494
1048576,6169
