size_bytes,avg_alloc_time_ns
985088,172
986112,120
987136,146
988160,123
989184,125
990208,127
991232,128
992256,130
993280,118
994304,120
995328,139
996352,125
997376,125
998400,126
999424,128
1000448,130
1001472,122
1002496,121
1003520,136
1004544,125
1005568,125
1006592,127
1007616,140
1008640,132
1009664,211
1010688,130
1011712,147
1012736,123
1013760,125
1014784,126
1015808,129
1016832,130
1017856,120
1018880,122
1019904,150
1020928,139
1021952,126
1022976,126
1024000,128
1025024,131
1026048,129
1027072,120
1028096,139
1029120,123
1030144,125
1031168,129
1032192,128
1033216,130
1034240,168
1035264,145
1036288,199
1037312,124
1038336,125
1039360,127
1040384,142
1041408,130
1042432,119
1043456,135
1044480,5251
1045504,5125
1046528,5056
1047552,5160
1048576,5867
